CustomerID,FirstName,LastName,Email,DOB,Lat,Lon
C285,Xavier,Robinson,xavier.robinson@example.com,25/08/1982,26.1577175,-147.254599
C137,Thomas,Rice,thomas.rice@example.com,10/11/1976,-42.4438085,96.675416
C864,John,Stevens,john.stevens@example.com,08/01/1979,63.227171,-105.142347
C139,Robert,Graham,robert.graham@example.com,25/02/1956,25.06972,-175.979555
C902,Paula,Phillips,paula.phillips@example.com,16/02/1985,1.8755465,143.066849
C768,Jerry,Todd,jerry.todd@example.com,29/07/1954,-51.315692,120.190304
C606,Diane,Johnston,diane.johnston@example.com,05/06/2001,-88.492445,-162.612529
C147,David,Nichols,david.nichols@example.com,23/10/1989,-38.6098115,-44.568004
C567,Joe,Cole,joe.cole@example.com,19/11/1970,25.1722525,-90.840173
C923,Benjamin,Thomas,benjamin.thomas@example.com,28/06/1984,-58.519672,50.441254
C571,James,Holmes,james.holmes@example.com,03/01/1962,67.2975115,-15.477379
C555,Hannah,Salazar,hannah.salazar@example.com,20/11/1962,-56.4901285,90.177812
C955,Charles,Trevino,charles.trevino@example.com,14/07/1978,-35.255074,23.134479
C390,Johnathan,Page,johnathan.page@example.com,05/07/1972,-75.9783485,115.102717
C546,Jason,Hobbs,jason.hobbs@example.com,01/04/2007,-24.185973,171.310037
C836,Tara,Myers,tara.myers@example.com,08/11/1996,-61.5476865,-28.634607
C662,Jennifer,Douglas,jennifer.douglas@example.com,27/03/1982,67.24111,-136.398375
C980,Nicole,Dennis,nicole.dennis@example.com,20/11/1952,74.508114,-73.85369
C566,Erika,Morrow,erika.morrow@example.com,13/07/2001,75.4621505,97.203665
C233,Travis,Hayes,travis.hayes@example.com,16/11/1978,60.6294805,-89.702188
C208,Kimberly,Mcmillan,kimberly.mcmillan@example.com,02/01/1988,-51.176592,-126.578831
C798,Robert,Marshall,robert.marshall@example.com,06/07/1996,76.7980905,-142.678167
C613,Catherine,White,catherine.white@example.com,09/03/1972,66.177799,-174.386868
C520,Stephen,Ibarra,stephen.ibarra@example.com,23/06/1955,-89.5966855,122.231114
C486,Andrew,Long,andrew.long@example.com,11/10/1957,89.726698,123.203312
C973,Lynn,Howard,lynn.howard@example.com,24/12/1963,50.2015145,64.818486
C113,Micheal,Barnett,micheal.barnett@example.com,30/11/2001,25.903597,-59.399413
C548,Robert,Smith,robert.smith@example.com,29/05/1965,25.204136,-100.262641
C632,Kevin,Maddox,kevin.maddox@example.com,03/07/1968,85.6537265,-47.11126
C177,Amanda,Wells,amanda.wells@example.com,21/06/2005,29.4465285,123.877407
C785,Kathy,Parker,kathy.parker@example.com,01/04/1974,50.147966,101.799838
C642,Mary,Riley,mary.riley@example.com,17/10/1996,-53.3526075,44.198912
C166,Michael,Gates,michael.gates@example.com,26/10/1960,46.8066595,-92.288419
C742,Tracy,Jackson,tracy.jackson@example.com,13/07/2002,9.3710585,79.552267
C351,Sabrina,Garcia,sabrina.garcia@example.com,08/05/1962,45.054185,-169.287979
C588,Randall,Clayton,randall.clayton@example.com,01/03/1950,-46.7081665,116.589764
C469,Frank,Howard,frank.howard@example.com,19/03/1968,-77.6597525,49.878043
C876,Nicholas,Lopez,nicholas.lopez@example.com,15/02/1945,-2.559079,149.660166
C516,Patricia,Gomez,patricia.gomez@example.com,30/09/1972,-45.667502,131.467897
C637,Shane,Barron,shane.barron@example.com,14/08/1958,-30.9377815,-80.908603
C424,Natasha,Ho,natasha.ho@example.com,06/01/1946,10.7558555,-46.559877
C890,Jacqueline,Garner,jacqueline.garner@example.com,29/12/1988,-53.308826,125.169712
C156,Sarah,Romero,sarah.romero@example.com,21/02/1946,-37.3988935,-143.230207
C410,Jennifer,Miller,jennifer.miller@example.com,10/01/1960,-46.4683325,50.700081
